id,article_id,article_title,section_path,heading,level,question,base_pca1,base_pca2,instruct_pca1,instruct_pca2,base_total_influence,instruct_total_influence,base_top_k_count,instruct_top_k_count,influence_diff,norm_base_influence,norm_instruct_influence,bert_umap1,bert_umap2,base_hub_score,instruct_hub_score
128,400,Sea,Humans and the sea > History of navigation and exploration,History of navigation and exploration,3,When did humans first start exploring the seas?,1.40212,9.882347,9.652718,1.834634,13.610367,1.061047,74,2,-12.54932,0.135598,0.0144,6.096771,0.701433,64,-8
129,400,Sea,Humans and the sea > History of oceanography and deep sea exploration,History of oceanography and deep sea exploration,3,How did we learn about the deep ocean?,3.854904,9.246359,9.014494,1.3576,0.615749,1.738139,6,11,1.12239,0.006135,0.023589,5.8109503,0.5748077,-4,1
130,400,Sea,Humans and the sea > Law,Law,3,Who owns the ocean?,0.177133,8.60532,8.01053,0.55972,0.0,0.0,0,0,0.0,0.0,0.0,2.6228702,3.3936133,-10,-10
131,400,Sea,Humans and the sea > War,War,3,How has naval warfare evolved?,1.587754,9.620964,7.028553,0.351998,1.548315,2.615216,4,17,1.066901,0.015426,0.035492,6.965113,-0.13631342,-6,7
132,400,Sea,Humans and the sea > Travel,Travel,3,How do people travel across the sea today?,1.619628,9.312894,6.503912,0.976897,10.933802,1.427393,66,6,-9.506409,0.108931,0.019372,5.475669,-0.35221937,56,-4
133,400,Sea,Humans and the sea > Trade,Trade,3,What goods are shipped across the ocean?,4.103572,9.265536,12.105753,0.654964,0.961671,1.689499,1,6,0.727828,0.009581,0.022929,7.0241523,0.2551719,-9,-4
134,400,Sea,Humans and the sea > Food,Food,3,What seafood do people eat?,1.890709,9.018064,10.593577,1.918295,0.969667,1.086615,1,2,0.116947,0.009661,0.014747,2.9121966,2.0539258,-9,-8
135,400,Sea,Humans and the sea > Food > Aquaculture,Aquaculture,4,How does fish farming work?,3.783308,9.410273,6.93435,0.21687,1.019967,1.265416,2,4,0.24545,0.010162,0.017174,2.778129,2.07285,-8,-6
136,400,Sea,Humans and the sea > Leisure,Leisure,3,What recreational activities happen at sea?,1.546041,9.906995,10.784266,-0.235799,0.958212,3.304953,1,21,2.34674,0.009546,0.044853,5.4714437,-0.137305,-9,11
137,400,Sea,Humans and the sea > Industry > Power generation,Power generation,4,How can we generate energy from the ocean?,2.239451,8.7712,8.130761,0.470973,0.0,0.0,0,0,0.0,0.0,0.0,4.7415557,5.2723594,-10,-10
138,400,Sea,Humans and the sea > Industry > Extractive industries,Extractive industries,4,What resources are extracted from the sea?,1.523699,10.018948,6.66459,-0.838191,0.0,0.0,0,0,0.0,0.0,0.0,2.8794563,2.378232,-10,-10
139,400,Sea,Humans and the sea > Fresh water production,Fresh water production,3,Can seawater be turned into drinking water?,4.423321,9.141116,9.292983,0.515162,0.918933,0.955447,1,1,0.036514,0.009155,0.012967,3.0744772,3.6386454,-9,-9
140,400,Sea,Humans and the sea > Indigenous sea peoples,Indigenous sea peoples,3,Which cultures have traditionally lived by the sea?,1.308625,10.008375,10.236119,-0.444971,1.254357,1.163422,5,3,-0.090935,0.012497,0.015789,5.881301,0.9429513,-5,-7
141,400,Sea,Humans and the sea > In culture,In culture,3,How has the sea influenced art and mythology?,1.568552,9.746127,6.895629,0.371202,20.87551,3.763508,136,30,-17.112002,0.207979,0.051076,5.7932224,3.4828608,126,20
142,400,Sea,Environmental issues,Environmental issues,2,What are the biggest threats to ocean health?,8.022497,6.635928,11.253424,2.46591,1.064138,0.969732,2,1,-0.094405,0.010602,0.013161,2.798856,2.4315763,-8,-9
143,400,Sea,Environmental issues > Marine pollution,Marine pollution,3,What pollutes the ocean?,1.497298,10.014292,6.874745,1.103518,1.950507,8.317956,11,69,6.367449,0.019433,0.112887,2.8080192,2.4190938,1,59
144,469,Universe,Introduction,Introduction,0,What is the universe?,1.260682,7.145439,4.921553,0.502758,1.17295,1.243147,4,5,0.070197,0.011686,0.016871,3.554633,5.891455,-6,-5
145,469,Universe,Definition,Definition,2,How do scientists define the universe?,1.686753,7.946333,5.514978,2.289815,0.0,0.0,0,0,0.0,0.0,0.0,3.535571,5.8644257,-10,-10
146,469,Universe,Etymology,Etymology,2,Where does the word universe come from?,6.893878,6.417675,11.475748,0.776192,0.0,0.0,0,0,0.0,0.0,0.0,6.5921865,4.11552,-10,-10
147,469,Universe,Etymology > Synonyms,Synonyms,3,What are other words for universe?,3.140512,8.315602,5.612987,1.987169,0.0,0.0,0,0,0.0,0.0,0.0,6.3694577,4.2504773,-10,-10
148,469,Universe,Chronology and the Big Bang,Chronology and the Big Bang,2,How did the universe begin?,3.976623,9.113234,12.218995,-0.516809,0.0,0.0,0,0,0.0,0.0,0.0,3.5765216,5.915424,-10,-10
149,469,Universe,Physical properties,Physical properties,2,What are the physical characteristics of the universe?,1.888319,7.831856,6.428086,2.264328,0.0,0.0,0,0,0.0,0.0,0.0,3.798955,5.783418,-10,-10
150,469,Universe,Physical properties > Size and regions,Size and regions,3,How big is the universe?,0.083963,7.339395,11.806111,-0.091784,1.255112,0.963124,4,1,-0.291988,0.012504,0.013071,3.4960353,5.986831,-6,-9
151,469,Universe,Physical properties > Age and expansion,Age and expansion,3,How old is the universe and is it still expanding?,4.574471,8.870059,7.587025,0.695938,0.0,0.0,0,0,0.0,0.0,0.0,3.5224767,5.9393525,-10,-10
152,469,Universe,Physical properties > Spacetime,Spacetime,3,What is spacetime in the universe?,6.598552,5.983779,4.292017,0.609539,1.671471,1.103077,7,3,-0.568394,0.016653,0.01497,5.5045056,5.7020574,-3,-7
153,469,Universe,Physical properties > Shape,Shape,3,What shape is the universe?,-0.379043,7.663956,4.807763,1.944167,1.211781,0.0,3,0,-1.211781,0.012073,0.0,3.542549,5.945755,-7,-10
154,469,Universe,Physical properties > Support of life,Support of life,3,Can the universe support life?,2.124724,8.1108,12.128101,0.334855,0.0,0.0,0,0,0.0,0.0,0.0,3.4200978,5.795826,-10,-10
155,469,Universe,Composition,Composition,2,What is the universe made of?,1.194597,8.408588,6.769018,2.112717,0.0,0.0,0,0,0.0,0.0,0.0,3.6120424,5.7982807,-10,-10
156,469,Universe,Composition > Dark energy,Dark energy,3,What is dark energy?,7.458638,4.658278,3.934022,1.632528,0.0,0.0,0,0,0.0,0.0,0.0,3.5479538,5.885339,-10,-10
157,469,Universe,Composition > Dark matter,Dark matter,3,What is dark matter?,2.608933,7.793646,6.288294,1.404971,0.0,0.0,0,0,0.0,0.0,0.0,3.6912076,5.756223,-10,-10
158,469,Universe,Composition > Ordinary matter,Ordinary matter,3,What is ordinary matter in the universe?,3.391448,9.417167,8.099518,0.803462,0.0,0.0,0,0,0.0,0.0,0.0,3.7032013,5.679732,-10,-10
159,469,Universe,Composition > Particles,Particles,3,What particles make up the universe?,0.778279,8.607231,5.775625,0.148037,2.524118,0.949032,13,1,-1.575086,0.025147,0.01288,4.1041436,5.667876,3,-9
160,469,Universe,Composition > Particles > Hadrons,Hadrons,4,What are hadrons?,2.743807,8.583107,6.950315,1.72468,0.102814,0.0,1,0,-0.102814,0.001024,0.0,3.8561327,5.681622,-9,-10
161,469,Universe,Composition > Particles > Leptons,Leptons,4,What are leptons?,0.150816,7.190278,8.182499,1.614154,0.0,0.0,0,0,0.0,0.0,0.0,3.930796,5.81041,-10,-10
162,469,Universe,Composition > Particles > Photons,Photons,4,What role do photons play in the universe?,2.071228,9.500111,12.175172,0.385771,0.0,0.0,0,0,0.0,0.0,0.0,3.719128,5.792646,-10,-10
163,469,Universe,Habitability,Habitability,2,Where in the universe can life exist?,8.30996,7.310062,12.734289,3.456467,2.405481,2.518519,16,16,0.113038,0.023965,0.03418,3.2869668,5.6731987,6,6
164,469,Universe,Cosmological models > Model of the universe based on general relativity,Model of the universe based on general relativity,3,How does general relativity explain the universe?,2.285486,8.758776,8.929695,1.097139,0.0,0.0,0,0,0.0,0.0,0.0,3.6222105,5.9766173,-10,-10
165,469,Universe,Cosmological models > Multiverse hypotheses,Multiverse hypotheses,3,Could there be multiple universes?,2.485055,8.706494,5.605908,1.826581,0.0,0.0,0,0,0.0,0.0,0.0,3.8073082,5.962713,-10,-10
166,469,Universe,Historical conceptions,Historical conceptions,2,How did people throughout history understand the universe?,2.152929,8.575486,5.732393,2.379195,0.0,0.0,0,0,0.0,0.0,0.0,3.66839,6.007362,-10,-10
167,469,Universe,Historical conceptions > Mythologies,Mythologies,3,How do different mythologies explain the universe?,1.117523,7.752206,5.280229,1.680906,0.0,0.0,0,0,0.0,0.0,0.0,6.2435102,3.2300935,-10,-10
168,469,Universe,Historical conceptions > Philosophical models,Philosophical models,3,What were early philosophical ideas about the universe?,7.561138,4.590819,13.081122,1.478901,0.0,0.0,0,0,0.0,0.0,0.0,4.9806166,4.5078173,-10,-10
169,469,Universe,Historical conceptions > Astronomical concepts,Astronomical concepts,3,How did ancient astronomers view the universe?,0.615801,6.93978,3.543742,1.539939,1.129024,1.061412,2,2,-0.067612,0.011248,0.014405,5.38452,4.564967,-8,-8
170,469,Universe,Historical conceptions > Deep space astronomy,Deep space astronomy,3,When did we start exploring deep space?,-0.707859,6.577306,4.004043,0.582577,1.503022,1.064214,7,4,-0.438808,0.014974,0.014443,3.5989232,5.980295,-3,-6
171,644,Africa,Introduction,Introduction,0,What is Africa?,7.021774,6.701715,11.564185,0.755609,0.0,0.0,0,0,0.0,0.0,0.0,5.1148267,1.2796748,-10,-10
172,644,Africa,Etymology,Etymology,2,Where does the name Africa come from?,0.35893,7.60425,4.720211,1.555565,0.0,0.0,0,0,0.0,0.0,0.0,7.226173,1.1039305,-10,-10
173,644,Africa,History > History in Africa,History in Africa,3,How do historians study Africa's past?,8.278828,7.391215,12.406215,2.695166,0.982909,1.566935,1,6,0.584025,0.009793,0.021266,9.274622,1.5522541,-9,-4
174,644,Africa,History > Prehistory,Prehistory,3,When did humans first appear in Africa?,0.851939,9.631746,5.974213,1.292419,0.0,0.0,0,0,0.0,0.0,0.0,6.7120047,1.5490767,-10,-10
175,644,Africa,History > Emergence of civilisation,Emergence of civilisation,3,How did early civilizations develop in Africa?,-0.088588,6.73623,3.434405,1.310361,0.0,0.0,0,0,0.0,0.0,0.0,7.2302384,1.2923595,-10,-10
176,644,Africa,History > 4th millennium BC – 6th century AD > Northeast Africa,Northeast Africa,4,What ancient civilizations flourished in Northeast Africa?,8.194362,7.384906,12.464677,2.532288,7.087604,14.510947,29,71,7.423342,0.070612,0.196935,7.460362,1.101152,19,61
177,644,Africa,History > 4th millennium BC – 6th century AD > Horn of Africa,Horn of Africa,4,What were the major kingdoms in the Horn of Africa?,8.12627,6.769961,12.788035,2.398482,11.937736,8.65075,53,42,-3.286986,0.118933,0.117403,7.4184175,1.035259,43,32
178,644,Africa,History > 4th millennium BC – 6th century AD > Northwest Africa,Northwest Africa,4,What civilizations existed in ancient Northwest Africa?,8.035088,8.206899,12.185085,0.672388,1.275619,3.112599,4,17,1.83698,0.012709,0.042242,7.3972073,1.0838777,-6,7
179,644,Africa,History > 4th millennium BC – 6th century AD > West Africa,West Africa,4,What early kingdoms emerged in West Africa?,7.859927,7.128181,12.673732,2.016873,8.928102,20.180497,39,93,11.252395,0.088949,0.273879,7.2018776,1.1986315,29,83
180,644,Africa,"History > 4th millennium BC – 6th century AD > Central, Eastern, and Southern Africa","Central, Eastern, and Southern Africa",4,"What happened in Central, Eastern, and Southern Africa during ancient times?",8.11049,6.938599,12.671041,2.423673,2.403204,1.468243,7,5,-0.934961,0.023943,0.019926,7.0378904,1.1955736,-3,-5
181,644,Africa,History > 9th to 18th centuries,9th to 18th centuries,3,What major events occurred in Africa between the 9th and 18th centuries?,-1.043878,6.865065,11.541512,-0.101226,0.0,0.0,0,0,0.0,0.0,0.0,7.295227,1.0331964,-10,-10
182,644,Africa,History > Height of the slave trade,Height of the slave trade,3,How did the transatlantic slave trade affect Africa?,2.653281,8.934393,11.452772,0.474336,0.0,0.949498,0,1,0.949498,0.0,0.012886,7.073516,0.5519529,-10,-9
183,644,Africa,History > Independence struggles,Independence struggles,3,How did African countries gain independence from colonial rule?,1.467681,10.157946,6.073198,0.449143,0.0,1.123905,0,2,1.123905,0.0,0.015253,7.0654426,0.8601909,-10,-8
184,644,Africa,History > Post-colonial Africa,Post-colonial Africa,3,What challenges has Africa faced since independence?,7.626216,5.679642,12.635287,2.207691,1.101174,2.070374,2,6,0.9692,0.010971,0.028098,5.333969,1.1453766,-8,-4
185,644,Africa,Geography,Geography,2,What are the main geographical features of Africa?,2.421674,9.211105,6.597038,1.408477,0.0,0.0,0,0,0.0,0.0,0.0,5.115587,1.2405677,-10,-10
186,644,Africa,Geography > Climate,Climate,3,What types of climate zones are found in Africa?,2.04302,9.040257,6.411047,1.671359,0.0,0.0,0,0,0.0,0.0,0.0,4.828626,1.2983648,-10,-10
187,644,Africa,Geography > Ecology and biodiversity,Ecology and biodiversity,3,What ecosystems and biodiversity exist in Africa?,1.608178,9.303503,7.429634,0.194953,0.0,0.958218,0,1,0.958218,0.0,0.013004,4.821278,1.3393993,-10,-9
188,644,Africa,Geography > Fauna,Fauna,3,What animals live in Africa?,1.420894,9.012461,11.471836,3.929906,0.953451,1.019325,1,2,0.065874,0.009499,0.013834,4.850862,1.2531981,-9,-8
189,644,Africa,Politics > African Union,African Union,3,What is the African Union and what does it do?,1.863842,9.67284,7.074962,-0.992673,0.0,0.969292,0,1,0.969292,0.0,0.013155,5.257648,1.1531545,-10,-9
190,644,Africa,List of states and territories,List of states and territories,2,How many countries are in Africa?,1.370118,7.964536,5.468478,1.447298,0.0,0.0,0,0,0.0,0.0,0.0,5.196444,0.9954866,-10,-10
191,644,Africa,Economy,Economy,2,What are the main economic activities in Africa?,1.222062,8.423402,6.052212,1.481187,1.83923,1.282342,10,6,-0.556888,0.018324,0.017403,5.357746,1.2679493,0,-4
192,644,Africa,Economy > Electricity generation,Electricity generation,3,How does Africa generate electricity?,8.462211,7.201807,12.136594,3.790823,2.965573,3.580703,22,30,0.61513,0.029545,0.048595,4.7391577,5.2966466,12,20
193,644,Africa,Economy > Infrastructure > Water resources,Water resources,4,What are the water resource challenges in Africa?,7.642181,8.160108,11.665009,2.899421,1.03921,0.973387,2,1,-0.065823,0.010353,0.01321,3.4470108,2.1088479,-8,-9
194,644,Africa,Demographics,Demographics,2,How many people live in Africa and where are they distributed?,0.379722,7.354648,11.83346,-0.57704,1.042699,0.961783,2,1,-0.080916,0.010388,0.013053,5.5801964,1.3994387,-8,-9
195,644,Africa,Demographics > Religion,Religion,3,What religions are practiced in Africa?,7.14353,8.234167,11.943451,2.416776,1.377424,1.40453,6,7,0.027106,0.013723,0.019062,6.5472226,2.6275365,-4,-3
196,644,Africa,Demographics > Languages,Languages,3,What languages are spoken across Africa?,3.094268,9.664228,5.900415,1.483952,0.0,0.958658,0,1,0.958658,0.0,0.01301,5.589415,1.2703159,-10,-9
197,644,Africa,Demographics > Health,Health,3,What are the major health issues facing Africa?,6.57539,7.282125,12.040524,2.773639,0.963889,1.172466,1,4,0.208577,0.009603,0.015912,5.4708786,1.9767157,-9,-6
198,644,Africa,Culture,Culture,2,What makes African culture unique?,6.953031,6.03867,7.242802,0.521542,0.0,2.118666,0,16,2.118666,0.0,0.028753,8.897823,0.9516427,-10,6
199,644,Africa,Culture > Sports,Sports,3,What sports are popular in Africa?,7.206563,8.725453,12.044926,2.860857,0.970378,2.497811,1,12,1.527433,0.009668,0.033899,5.216094,0.68233055,-9,2
200,660,Agriculture,Introduction,Introduction,0,What is agriculture?,0.511482,7.625429,4.695334,0.517076,0.910948,0.0,9,0,-0.910948,0.009076,0.0,3.1199236,1.8271556,-1,-10
201,660,Agriculture,Etymology and scope,Etymology and scope,2,Where does the word agriculture come from?,8.095395,6.307878,13.070864,2.74875,0.0,0.0,0,0,0.0,0.0,0.0,3.0247571,1.719638,-10,-10
202,660,Agriculture,History > Origins,Origins,3,How did agriculture begin?,1.031018,7.255543,5.549312,2.304928,0.0,0.0,0,0,0.0,0.0,0.0,7.104265,1.369748,-10,-10
203,660,Agriculture,History > Civilizations,Civilizations,3,Which ancient civilizations developed agriculture?,-0.557982,6.840579,3.651561,1.319127,0.0,0.0,0,0,0.0,0.0,0.0,7.3216095,1.3885735,-10,-10
204,660,Agriculture,History > Revolution,Revolution,3,What was the agricultural revolution?,6.027114,7.525331,4.540672,1.290082,0.0,2.399195,0,13,2.399195,0.0,0.032561,3.2230647,1.7254084,-10,3
205,660,Agriculture,Types,Types,2,What are the different types of agriculture?,1.486336,8.996441,6.991532,-0.127568,0.0,0.0,0,0,0.0,0.0,0.0,3.1926079,1.6985816,-10,-10
206,660,Agriculture,Contemporary agriculture > Status,Status,3,What is the current state of global agriculture?,6.702796,6.058369,11.557261,0.534244,1.238858,0.0,3,0,-1.238858,0.012343,0.0,3.2424607,1.7499319,-7,-10
207,660,Agriculture,Contemporary agriculture > Workforce,Workforce,3,How many people work in agriculture worldwide?,-0.043284,6.108762,12.546963,2.086654,1.964961,0.968304,10,1,-0.996658,0.019577,0.013141,3.3174973,1.6872593,0,-9
208,660,Agriculture,Contemporary agriculture > Workforce > Women in agriculture,Women in agriculture,4,What role do women play in farming?,8.154692,8.324004,11.998032,3.013344,3.04849,5.340927,21,34,2.292436,0.030372,0.072484,3.2578127,1.7022922,11,24
209,660,Agriculture,Contemporary agriculture > Safety,Safety,3,How dangerous is farm work?,7.14661,6.169663,10.664632,-0.511196,0.0,0.0,0,0,0.0,0.0,0.0,3.2639923,1.7045386,-10,-10
210,660,Agriculture,Production > Crop cultivation systems,Crop cultivation systems,3,How are crops grown on farms?,5.730019,6.156819,7.902028,0.301573,0.0,0.0,0,0,0.0,0.0,0.0,3.2164285,1.7352103,-10,-10
211,660,Agriculture,Production > Livestock production systems,Livestock production systems,3,What are the main ways livestock are raised?,3.499628,9.153386,6.895257,-0.296905,0.0,0.0,0,0,0.0,0.0,0.0,3.1149385,1.8022978,-10,-10
212,660,Agriculture,Production > Production practices,Production practices,3,What techniques do farmers use to grow food?,1.792393,10.191676,7.333955,0.231017,0.0,0.0,0,0,0.0,0.0,0.0,3.2071218,1.771801,-10,-10
213,660,Agriculture,Production > Agricultural automation,Agricultural automation,3,How are robots and machines being used in farming?,8.351251,8.236789,11.847496,3.002969,1.133586,2.933489,2,16,1.799902,0.011294,0.039812,3.2059917,1.7383286,-8,6
214,660,Agriculture,Production > Effects of climate change on yields,Effects of climate change on yields,3,Is climate change affecting crop yields?,8.486308,7.62485,12.983848,0.754454,0.967677,0.954036,1,1,-0.013641,0.009641,0.012948,3.062801,1.9812007,-9,-9
215,660,Agriculture,Crop alteration and biotechnology > Plant breeding,Plant breeding,3,How do farmers create better plant varieties?,-0.285734,7.140434,7.209787,1.474451,0.0,0.0,0,0,0.0,0.0,0.0,3.1396139,1.7086761,-10,-10
216,660,Agriculture,Crop alteration and biotechnology > Genetic engineering,Genetic engineering,3,Are genetically modified crops safe?,3.492252,9.402482,8.310972,0.259241,0.95592,0.0,1,0,-0.95592,0.009524,0.0,2.9162717,1.7818453,-9,-10
